ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region,created_year,created_month,created_month_name,created_quarter,is_resolved,is_unresolved
TCKT_003194,2022-06-07 23:44:28,CUST_09167,non_profit,phone_transcript,notifications,billing_problem,medium,resolved,platinum,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,32.28,0,neutral,3,0,ios,LATAM,2022,6,June,2,True,False
TCKT_003195,2024-01-06 13:08:05,CUST_04638,small_business,phone_transcript,data_export,bug,high,open,gold,I am seeing an error message when I click on data export.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,negative,0,0,api_client,EU,2024,1,January,1,False,True
TCKT_003196,2024-09-26 14:56:23,CUST_02142,small_business,chat,mobile_app,billing_problem,low,closed_no_action,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,83.14,0,negative,2,0,android,Unknown,2024,9,September,3,True,False
TCKT_003197,2025-01-08 21:30:20,CUST_04173,individual,phone_transcript,notifications,other,high,in_progress,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,neutral,3,1,web,APAC,2025,1,January,1,False,True
TCKT_003198,2024-04-27 16:09:36,CUST_05886,enterprise,phone_transcript,notifications,other,high,open,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,neutral,3,0,desktop_app,MEA,2024,4,April,2,False,True
TCKT_003199,2023-01-17 12:16:15,CUST_01402,enterprise,web_form,mobile_app,other,medium,closed_no_action,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,69.27,0,neutral,4,0,api_client,APAC,2023,1,January,1,True,False
TCKT_003200,2025-01-16 17:33:54,CUST_08834,enterprise,chat,mobile_app,billing_problem,high,closed_no_action,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,61.42,0,neutral,0,1,ios,MEA,2025,1,January,1,True,False
TCKT_003201,2024-01-17 16:58:34,CUST_06099,education,phone_transcript,analytics_dashboard,security_concern,high,on_hold,platinum,There seems to be a vulnerability in the analytics dashboard functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,very_negative,0,0,api_client,MEA,2024,1,January,1,False,True
TCKT_003202,2024-07-10 02:19:19,CUST_08381,education,email,analytics_dashboard,billing_problem,high,resolved,platinum,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Adjusted the invoice and issued a refund where applicable.,10.93,0,very_negative,1,1,android,Unknown,2024,7,July,3,True,False
TCKT_003203,2023-09-06 20:44:49,CUST_06711,small_business,phone_transcript,mobile_app,performance,low,resolved,gold,The mobile app page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,69.31,0,negative,3,0,api_client,Unknown,2023,9,September,3,True,False
TCKT_003204,2022-09-05 09:52:08,CUST_07087,non_profit,phone_transcript,notifications,account_access,low,resolved,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,10.55,0,neutral,4,0,web,APAC,2022,9,September,3,True,False
TCKT_003205,2022-05-28 18:38:23,CUST_00212,small_business,web_form,api_integration,feature_request,low,resolved,standard,Can you add an option to customize api integration?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,65.51,0,positive,5,0,ios,MEA,2022,5,May,2,True,False
TCKT_003206,2022-01-06 04:45:07,CUST_07274,education,web_form,mobile_app,other,high,on_hold,standard,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,positive,4,1,web,EU,2022,1,January,1,False,True
TCKT_003207,2023-09-06 05:17:08,CUST_02238,individual,web_form,notifications,account_access,low,in_progress,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,negative,0,0,android,APAC,2023,9,September,3,False,True
TCKT_003208,2022-12-29 17:46:25,CUST_08044,non_profit,email,mobile_app,feature_request,medium,resolved,standard,Can you add an option to customize mobile app?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,16.25,0,neutral,3,0,web,APAC,2022,12,December,4,True,False
TCKT_003209,2025-10-09 12:26:17,CUST_05352,individual,phone_transcript,data_export,billing_problem,medium,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,45.32,0,negative,3,0,android,LATAM,2025,10,October,4,True,False
TCKT_003210,2022-07-16 10:04:04,CUST_01769,individual,phone_transcript,notifications,performance,low,in_progress,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,negative,0,0,android,Unknown,2022,7,July,3,False,True
TCKT_003211,2024-02-13 00:37:47,CUST_04855,education,in_app,analytics_dashboard,billing_problem,low,resolved,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,29.51,0,very_negative,1,1,desktop_app,EU,2024,2,February,1,True,False
TCKT_003212,2023-08-02 23:42:42,CUST_07035,individual,email,billing,how_to,low,on_hold,standard,I need help setting up billing for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,positive,4,0,api_client,APAC,2023,8,August,3,False,True
TCKT_003213,2024-05-20 08:45:33,CUST_04501,small_business,chat,billing,how_to,medium,on_hold,gold,I need help setting up billing for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,negative,2,0,api_client,LATAM,2024,5,May,2,False,True
TCKT_003214,2022-11-25 08:43:15,CUST_09606,individual,in_app,mobile_app,performance,medium,resolved,standard,The mobile app page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,47.02,0,neutral,4,0,android,APAC,2022,11,November,4,True,False
TCKT_003215,2025-03-27 11:50:14,CUST_08190,enterprise,chat,analytics_dashboard,other,medium,closed_no_action,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,88.05,0,negative,2,0,ios,LATAM,2025,3,March,1,True,False
TCKT_003216,2025-03-20 14:29:17,CUST_00406,individual,email,analytics_dashboard,billing_problem,low,on_hold,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,neutral,3,0,android,Unknown,2025,3,March,1,False,True
TCKT_003217,2025-08-31 22:01:11,CUST_07182,non_profit,web_form,notifications,performance,medium,resolved,gold,Queries in the notifications module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,15.41,0,neutral,3,1,android,EU,2025,8,August,3,True,False
TCKT_003218,2023-07-10 23:29:41,CUST_04039,education,web_form,analytics_dashboard,feature_request,medium,resolved,gold,Our team needs more advanced options for analytics dashboard.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,43.07,0,positive,5,0,desktop_app,LATAM,2023,7,July,3,True,False
TCKT_003219,2025-06-19 06:34:55,CUST_07598,enterprise,web_form,login_auth,billing_problem,low,resolved,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,55.53,0,very_negative,0,0,web,Unknown,2025,6,June,2,True,False
TCKT_003220,2022-07-02 22:54:15,CUST_08552,enterprise,email,data_export,bug,urgent,closed_no_action,gold,The data export feature is not saving my changes.,Thanks for reporting this bug. This has been escalated to our on-call team for immediate attention.,Ticket closed without further action after no response from the customer.,25.91,1,neutral,4,0,ios,EU,2022,7,July,3,True,False
TCKT_003221,2023-05-17 16:21:28,CUST_08550,education,in_app,billing,bug,medium,resolved,gold,I am seeing an error message when I click on billing.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,43.93,0,negative,0,0,ios,MEA,2023,5,May,2,True,False
TCKT_003222,2022-11-15 18:16:28,CUST_06680,individual,email,billing,feature_request,low,on_hold,standard,Can you add an option to customize billing?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,positive,4,0,android,EU,2022,11,November,4,False,True
TCKT_003223,2023-02-02 15:16:23,CUST_08539,individual,phone_transcript,login_auth,performance,low,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,60.72,0,positive,4,0,android,Unknown,2023,2,February,1,True,False
TCKT_003224,2023-01-18 23:43:12,CUST_06222,education,email,api_integration,account_access,high,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,10.4,0,very_negative,2,1,api_client,Unknown,2023,1,January,1,True,False
TCKT_003225,2025-04-05 10:57:12,CUST_07547,small_business,web_form,api_integration,how_to,low,resolved,gold,I need help setting up api integration for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,49.2,0,neutral,4,0,android,Unknown,2025,4,April,2,True,False
TCKT_003226,2023-06-15 07:53:29,CUST_00031,small_business,email,login_auth,security_concern,medium,resolved,standard,There seems to be a vulnerability in the login auth functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",9.43,0,negative,2,0,ios,APAC,2023,6,June,2,True,False
TCKT_003227,2022-01-06 19:13:15,CUST_05503,small_business,in_app,notifications,security_concern,high,in_progress,gold,I noticed a suspicious login on my account.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,neutral,0,0,web,MEA,2022,1,January,1,False,True
TCKT_003228,2024-01-12 13:04:16,CUST_00227,small_business,in_app,data_export,other,low,resolved,gold,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,53.77,0,neutral,0,0,ios,EU,2024,1,January,1,True,False
TCKT_003229,2025-04-13 01:07:21,CUST_06758,enterprise,in_app,mobile_app,billing_problem,low,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,68.89,0,negative,2,0,android,EU,2025,4,April,2,True,False
TCKT_003230,2024-06-11 10:31:58,CUST_00848,small_business,web_form,login_auth,billing_problem,high,open,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,neutral,0,1,api_client,MEA,2024,6,June,2,False,True
TCKT_003231,2025-02-08 00:07:25,CUST_09758,small_business,email,mobile_app,performance,high,on_hold,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,very_negative,2,1,android,APAC,2025,2,February,1,False,True
TCKT_003232,2023-08-28 20:51:09,CUST_04779,small_business,chat,login_auth,security_concern,medium,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",40.39,0,neutral,3,0,web,MEA,2023,8,August,3,True,False
TCKT_003233,2023-10-25 12:30:02,CUST_07875,enterprise,email,analytics_dashboard,security_concern,urgent,resolved,standard,I noticed a suspicious login on my account.,We take security very seriously. This has been escalated to our on-call team for immediate attention.,"Investigated logs, mitigated the issue, and updated security settings.",5.05,0,neutral,4,1,web,MEA,2023,10,October,4,True,False
TCKT_003234,2022-10-23 15:20:04,CUST_01840,education,email,api_integration,feature_request,low,resolved,standard,Can you add an option to customize api integration?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,16.79,0,neutral,4,0,api_client,LATAM,2022,10,October,4,True,False
TCKT_003235,2022-09-09 21:59:15,CUST_02626,individual,in_app,notifications,feature_request,medium,resolved,platinum,It would be great to have notifications support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,6.95,0,neutral,3,0,desktop_app,Unknown,2022,9,September,3,True,False
TCKT_003236,2024-06-14 01:40:13,CUST_05597,individual,email,analytics_dashboard,how_to,high,resolved,standard,How can I export my data from the analytics dashboard section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,3.88,0,positive,5,0,desktop_app,Unknown,2024,6,June,2,True,False
TCKT_003237,2024-08-17 05:14:05,CUST_09290,enterprise,in_app,login_auth,feature_request,high,resolved,gold,Our team needs more advanced options for login auth.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,23.19,0,neutral,4,0,web,LATAM,2024,8,August,3,True,False
TCKT_003238,2025-12-21 18:10:15,CUST_00184,education,phone_transcript,api_integration,account_access,low,in_progress,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,1,neutral,0,0,desktop_app,EU,2025,12,December,4,False,True
TCKT_003239,2023-11-20 20:08:26,CUST_00350,enterprise,web_form,notifications,account_access,low,in_progress,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,very_negative,2,0,android,EU,2023,11,November,4,False,True
TCKT_003240,2023-10-02 01:13:43,CUST_00221,small_business,chat,login_auth,feature_request,low,on_hold,standard,Our team needs more advanced options for login auth.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,positive,0,0,api_client,Unknown,2023,10,October,4,False,True
TCKT_003241,2024-03-05 22:46:07,CUST_01772,individual,in_app,mobile_app,account_access,medium,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,45.89,0,positive,5,0,ios,MEA,2024,3,March,1,True,False
TCKT_003242,2022-03-07 10:00:25,CUST_09456,non_profit,chat,data_export,feature_request,medium,in_progress,standard,It would be great to have data export support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,negative,2,0,ios,LATAM,2022,3,March,1,False,True
TCKT_003243,2024-08-07 22:53:58,CUST_09601,individual,web_form,login_auth,performance,high,resolved,gold,The login auth page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,22.56,0,negative,3,0,ios,Unknown,2024,8,August,3,True,False
TCKT_003244,2023-09-24 20:01:57,CUST_01522,education,chat,notifications,other,medium,in_progress,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,neutral,0,0,web,Unknown,2023,9,September,3,False,True
TCKT_003245,2022-04-13 12:12:35,CUST_01888,non_profit,email,mobile_app,security_concern,medium,resolved,standard,There seems to be a vulnerability in the mobile app functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",10.91,0,negative,2,0,desktop_app,APAC,2022,4,April,2,True,False
TCKT_003246,2023-06-22 22:00:36,CUST_00676,individual,chat,billing,other,low,in_progress,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,1,neutral,4,1,ios,EU,2023,6,June,2,False,True
TCKT_003247,2024-10-31 13:44:26,CUST_07812,non_profit,phone_transcript,notifications,how_to,medium,on_hold,standard,Can you explain how to configure notifications properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,neutral,4,0,api_client,APAC,2024,10,October,4,False,True
TCKT_003248,2023-03-22 07:06:17,CUST_07059,small_business,email,data_export,how_to,high,closed_no_action,gold,How can I export my data from the data export section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,121.98,0,neutral,4,0,desktop_app,EU,2023,3,March,1,True,False
TCKT_003249,2025-05-22 06:26:54,CUST_07088,education,email,api_integration,account_access,high,resolved,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,1.91,0,neutral,4,0,desktop_app,EU,2025,5,May,2,True,False
TCKT_003250,2023-01-11 02:13:39,CUST_03278,non_profit,web_form,data_export,performance,low,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,49.8,0,negative,3,1,web,APAC,2023,1,January,1,True,False
TCKT_003251,2025-03-12 19:39:06,CUST_08279,enterprise,web_form,billing,performance,low,on_hold,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,negative,3,0,ios,MEA,2025,3,March,1,False,True
TCKT_003252,2024-01-25 11:00:18,CUST_09323,individual,chat,data_export,how_to,medium,resolved,gold,I need help setting up data export for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,26.32,0,neutral,0,0,web,LATAM,2024,1,January,1,True,False
TCKT_003253,2024-09-05 23:45:53,CUST_02044,enterprise,email,billing,performance,low,closed_no_action,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,211.5,0,very_positive,5,0,desktop_app,APAC,2024,9,September,3,True,False
TCKT_003254,2023-01-21 15:42:36,CUST_09443,individual,in_app,data_export,how_to,medium,open,gold,Can you explain how to configure data export properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,neutral,4,1,desktop_app,MEA,2023,1,January,1,False,True
TCKT_003255,2023-07-28 15:39:08,CUST_05179,small_business,in_app,mobile_app,other,urgent,in_progress,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. This has been escalated to our on-call team for immediate attention.,Not yet resolved,,0,neutral,4,0,desktop_app,APAC,2023,7,July,3,False,True
TCKT_003256,2022-10-22 11:01:55,CUST_02635,small_business,email,analytics_dashboard,bug,low,closed_no_action,standard,The page keeps crashing whenever I try to open the analytics dashboard section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,80.21,0,neutral,4,0,web,APAC,2022,10,October,4,True,False
TCKT_003257,2022-07-08 08:11:01,CUST_04212,small_business,web_form,login_auth,bug,low,open,gold,The page keeps crashing whenever I try to open the login auth section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,neutral,3,0,api_client,LATAM,2022,7,July,3,False,True
TCKT_003258,2023-09-23 11:19:00,CUST_09728,individual,chat,data_export,how_to,high,on_hold,standard,How can I export my data from the data export section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,negative,2,0,ios,Unknown,2023,9,September,3,False,True
TCKT_003259,2024-05-24 16:33:51,CUST_09871,small_business,in_app,login_auth,security_concern,medium,resolved,gold,There seems to be a vulnerability in the login auth functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",11.8,0,very_negative,1,0,desktop_app,LATAM,2024,5,May,2,True,False
TCKT_003260,2022-02-20 22:24:40,CUST_07833,non_profit,in_app,data_export,other,medium,resolved,platinum,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,16.33,0,negative,0,0,web,MEA,2022,2,February,1,True,False
TCKT_003261,2024-12-04 06:55:25,CUST_04590,non_profit,web_form,login_auth,how_to,urgent,open,platinum,How can I export my data from the login auth section?,Happy to help with your question. This has been escalated to our on-call team for immediate attention.,Not yet resolved,,1,neutral,4,0,desktop_app,LATAM,2024,12,December,4,False,True
TCKT_003262,2025-12-04 05:56:12,CUST_06251,education,chat,billing,feature_request,high,resolved,standard,It would be great to have billing support in your product.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,22.82,0,very_positive,5,0,desktop_app,LATAM,2025,12,December,4,True,False
TCKT_003263,2022-08-27 15:28:53,CUST_02239,individual,web_form,mobile_app,other,low,resolved,platinum,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,22.81,0,positive,4,0,api_client,LATAM,2022,8,August,3,True,False
TCKT_003264,2023-06-10 16:52:34,CUST_03782,enterprise,chat,notifications,billing_problem,low,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,21.2,0,neutral,3,0,api_client,APAC,2023,6,June,2,True,False
TCKT_003265,2023-10-13 02:47:57,CUST_02176,small_business,email,api_integration,how_to,high,resolved,standard,Can you explain how to configure api integration properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,8.69,1,neutral,0,1,desktop_app,APAC,2023,10,October,4,True,False
TCKT_003266,2022-12-09 06:23:51,CUST_05324,enterprise,chat,billing,performance,low,resolved,standard,The billing page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,56.63,0,neutral,4,0,android,Unknown,2022,12,December,4,True,False
TCKT_003267,2025-07-13 07:53:44,CUST_03441,small_business,email,login_auth,how_to,high,resolved,standard,Can you explain how to configure login auth properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,5.13,0,neutral,0,0,web,APAC,2025,7,July,3,True,False
TCKT_003268,2023-03-21 19:42:08,CUST_06643,individual,phone_transcript,analytics_dashboard,security_concern,low,in_progress,standard,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,positive,4,0,ios,MEA,2023,3,March,1,False,True
TCKT_003269,2025-01-04 23:28:51,CUST_01694,education,phone_transcript,analytics_dashboard,bug,medium,resolved,gold,The analytics dashboard feature is not saving my changes.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,40.57,0,positive,5,0,web,Unknown,2025,1,January,1,True,False
TCKT_003270,2023-03-05 19:58:14,CUST_01545,small_business,web_form,api_integration,other,high,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,9.49,0,negative,2,0,ios,APAC,2023,3,March,1,True,False
TCKT_003271,2023-02-11 00:14:00,CUST_01205,non_profit,web_form,analytics_dashboard,security_concern,high,open,gold,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,negative,0,0,api_client,LATAM,2023,2,February,1,False,True
TCKT_003272,2023-07-14 21:09:51,CUST_02975,non_profit,web_form,mobile_app,how_to,high,in_progress,standard,I need help setting up mobile app for my team.,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,positive,5,0,android,LATAM,2023,7,July,3,False,True
TCKT_003273,2024-04-15 02:49:12,CUST_06008,enterprise,web_form,data_export,bug,low,resolved,standard,I am seeing an error message when I click on data export.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,65.3,0,very_positive,5,0,ios,Unknown,2024,4,April,2,True,False
TCKT_003274,2024-10-28 18:07:55,CUST_06399,individual,web_form,login_auth,performance,low,in_progress,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,negative,2,1,android,LATAM,2024,10,October,4,False,True
TCKT_003275,2024-06-14 08:57:31,CUST_04110,small_business,email,api_integration,security_concern,medium,open,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,neutral,4,1,api_client,LATAM,2024,6,June,2,False,True
TCKT_003276,2022-04-13 07:59:46,CUST_05999,non_profit,chat,analytics_dashboard,other,medium,resolved,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,46.15,0,neutral,0,0,web,MEA,2022,4,April,2,True,False
TCKT_003277,2025-09-30 17:48:01,CUST_01654,enterprise,chat,api_integration,security_concern,low,in_progress,standard,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,neutral,3,1,ios,EU,2025,9,September,3,False,True
TCKT_003278,2022-08-11 09:22:37,CUST_05039,individual,phone_transcript,api_integration,other,high,closed_no_action,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,60.12,0,neutral,4,0,web,EU,2022,8,August,3,True,False
TCKT_003279,2025-09-17 19:03:11,CUST_03229,enterprise,phone_transcript,billing,feature_request,medium,resolved,gold,Our team needs more advanced options for billing.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,4.73,0,negative,0,0,android,LATAM,2025,9,September,3,True,False
TCKT_003280,2023-12-10 12:02:54,CUST_02659,education,chat,analytics_dashboard,account_access,high,on_hold,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,negative,3,0,web,APAC,2023,12,December,4,False,True
TCKT_003281,2023-08-09 02:10:27,CUST_04026,non_profit,phone_transcript,api_integration,performance,low,on_hold,standard,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,very_negative,1,0,desktop_app,APAC,2023,8,August,3,False,True
TCKT_003282,2025-07-09 00:24:21,CUST_00828,enterprise,web_form,data_export,security_concern,medium,in_progress,standard,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,negative,2,0,ios,APAC,2025,7,July,3,False,True
TCKT_003283,2022-04-08 12:46:47,CUST_02671,enterprise,phone_transcript,data_export,billing_problem,low,in_progress,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,negative,2,0,ios,Unknown,2022,4,April,2,False,True
TCKT_003284,2024-06-08 01:34:39,CUST_08663,enterprise,in_app,billing,security_concern,high,resolved,standard,There seems to be a vulnerability in the billing functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",12.53,0,very_positive,0,0,api_client,MEA,2024,6,June,2,True,False
