ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_002061,2023-12-23T22:00:03,CUST_01806,small_business,chat,notifications,security_concern,high,resolved,gold,There seems to be a vulnerability in the notifications functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",17.55,0,positive,0,0,desktop_app,APAC
TCKT_002062,2024-03-26T22:25:22,CUST_07555,small_business,web_form,api_integration,account_access,medium,on_hold,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,2,0,ios,NA
TCKT_002063,2023-02-20T14:29:00,CUST_02641,enterprise,in_app,api_integration,security_concern,medium,resolved,standard,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",9.54,0,very_negative,0,1,desktop_app,LATAM
TCKT_002064,2024-04-06T08:13:02,CUST_08629,education,phone_transcript,notifications,other,medium,resolved,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,15.84,0,very_positive,0,1,android,LATAM
TCKT_002065,2022-07-22T12:04:26,CUST_01490,enterprise,email,api_integration,performance,medium,open,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,2,1,android,NA
TCKT_002066,2023-02-28T06:54:10,CUST_02328,education,in_app,data_export,security_concern,low,resolved,gold,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",65.73,0,very_negative,1,0,desktop_app,EU
TCKT_002067,2022-02-26T15:37:07,CUST_05692,individual,in_app,login_auth,feature_request,medium,on_hold,standard,Our team needs more advanced options for login auth.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,5,0,api_client,MEA
TCKT_002068,2022-05-30T02:30:31,CUST_07387,individual,in_app,api_integration,security_concern,high,resolved,standard,I noticed a suspicious login on my account.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",16.57,0,neutral,4,0,ios,MEA
TCKT_002069,2022-03-11T22:52:20,CUST_08103,small_business,chat,api_integration,other,low,in_progress,platinum,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,0,web,APAC
TCKT_002070,2023-08-31T09:06:54,CUST_08454,individual,in_app,notifications,security_concern,medium,resolved,platinum,There seems to be a vulnerability in the notifications functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",47.36,0,negative,3,0,api_client,EU
TCKT_002071,2023-08-22T03:45:02,CUST_08219,small_business,web_form,mobile_app,billing_problem,medium,on_hold,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,4,0,desktop_app,EU
TCKT_002072,2022-06-03T10:12:25,CUST_02512,enterprise,chat,mobile_app,how_to,high,in_progress,standard,How can I export my data from the mobile app section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,negative,3,0,android,MEA
TCKT_002073,2024-08-26T12:35:13,CUST_09508,education,web_form,login_auth,other,medium,resolved,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,27.13,0,negative,2,1,android,LATAM
TCKT_002074,2025-03-17T08:35:35,CUST_05211,non_profit,email,notifications,performance,medium,closed_no_action,platinum,The notifications page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,209.24,0,very_negative,1,0,android,LATAM
TCKT_002075,2024-05-28T21:59:57,CUST_07105,individual,email,data_export,bug,low,resolved,standard,The data export feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,64.91,0,neutral,0,0,desktop_app,MEA
TCKT_002076,2025-01-15T14:34:38,CUST_02201,education,web_form,billing,security_concern,medium,resolved,gold,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",5.93,0,negative,0,1,api_client,NA
TCKT_002077,2022-07-09T10:14:26,CUST_09081,non_profit,in_app,data_export,bug,urgent,open,standard,I am seeing an error message when I click on data export.,Thanks for reporting this bug. This has been escalated to our on-call team for immediate attention.,,,0,neutral,3,0,desktop_app,NA
TCKT_002078,2023-12-01T04:44:17,CUST_02748,enterprise,web_form,notifications,bug,medium,closed_no_action,standard,I am seeing an error message when I click on notifications.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,161.3,0,positive,5,0,desktop_app,MEA
TCKT_002079,2023-04-08T11:43:25,CUST_00559,education,web_form,notifications,how_to,medium,closed_no_action,gold,How can I export my data from the notifications section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,203.1,0,very_positive,0,0,android,APAC
TCKT_002080,2024-04-13T22:13:29,CUST_07289,non_profit,email,data_export,feature_request,high,resolved,gold,Can you add an option to customize data export?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,23.93,0,neutral,4,0,desktop_app,APAC
TCKT_002081,2025-12-04T12:41:16,CUST_09387,small_business,chat,notifications,other,low,open,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,ios,NA
TCKT_002082,2022-10-08T00:45:29,CUST_08806,enterprise,email,analytics_dashboard,other,urgent,closed_no_action,platinum,I have a general question about my account.,Thanks for contacting support. This has been escalated to our on-call team for immediate attention.,Ticket closed without further action after no response from the customer.,126.94,1,very_positive,5,1,ios,APAC
TCKT_002083,2023-01-23T13:17:04,CUST_05434,enterprise,web_form,mobile_app,other,high,on_hold,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,0,0,ios,MEA
TCKT_002084,2025-04-11T14:50:37,CUST_06801,enterprise,in_app,billing,feature_request,urgent,resolved,gold,It would be great to have billing support in your product.,Thanks for your feature suggestion. This has been escalated to our on-call team for immediate attention.,Captured the request and added it to the product backlog.,4.65,0,neutral,3,0,api_client,APAC
TCKT_002085,2023-12-18T10:07:58,CUST_05607,individual,chat,mobile_app,performance,medium,in_progress,standard,Queries in the mobile app module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,0,0,ios,APAC
TCKT_002086,2025-02-03T15:02:06,CUST_01421,small_business,in_app,data_export,account_access,low,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,26.6,0,positive,4,1,desktop_app,APAC
TCKT_002087,2023-02-21T16:58:30,CUST_08053,small_business,chat,login_auth,account_access,high,in_progress,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,,,0,negative,0,0,ios,EU
TCKT_002088,2022-05-04T05:38:34,CUST_04924,individual,chat,api_integration,account_access,low,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,40.73,0,negative,0,1,api_client,NA
TCKT_002089,2024-05-27T12:01:41,CUST_07672,enterprise,phone_transcript,data_export,security_concern,medium,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",36.96,0,very_negative,2,0,api_client,EU
TCKT_002090,2023-08-17T09:07:30,CUST_00932,enterprise,chat,api_integration,performance,high,resolved,standard,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,15.04,0,very_positive,5,0,ios,LATAM
TCKT_002091,2022-11-23T11:21:37,CUST_00652,education,chat,notifications,other,low,resolved,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,44.52,0,positive,5,0,desktop_app,LATAM
TCKT_002092,2025-07-07T13:43:22,CUST_02058,individual,email,mobile_app,billing_problem,high,in_progress,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,0,1,android,EU
TCKT_002093,2024-12-23T15:00:49,CUST_01643,small_business,phone_transcript,api_integration,how_to,high,closed_no_action,platinum,Can you explain how to configure api integration properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,130.24,0,neutral,0,0,android,APAC
TCKT_002094,2023-08-19T11:36:15,CUST_07130,education,web_form,api_integration,bug,high,resolved,standard,The api integration feature is not saving my changes.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,11.72,0,neutral,3,0,api_client,EU
TCKT_002095,2024-05-29T03:28:42,CUST_06556,small_business,phone_transcript,data_export,bug,high,resolved,standard,I am seeing an error message when I click on data export.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,17.33,0,positive,4,0,web,APAC
TCKT_002096,2023-08-31T14:58:35,CUST_07662,non_profit,email,mobile_app,how_to,low,in_progress,gold,How can I export my data from the mobile app section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,0,desktop_app,MEA
TCKT_002097,2024-04-17T08:36:09,CUST_00833,non_profit,chat,login_auth,account_access,low,on_hold,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,1,android,EU
TCKT_002098,2025-03-31T02:59:27,CUST_00040,small_business,web_form,login_auth,bug,high,resolved,gold,The login auth feature is not saving my changes.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,20.61,0,negative,2,0,ios,MEA
TCKT_002099,2025-11-02T21:31:16,CUST_00319,enterprise,email,data_export,billing_problem,low,on_hold,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,1,very_negative,0,0,web,EU
TCKT_002100,2025-02-12T17:01:46,CUST_00025,non_profit,phone_transcript,billing,billing_problem,low,resolved,platinum,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,22.87,0,negative,2,0,android,MEA
TCKT_002101,2025-01-24T16:14:07,CUST_07487,non_profit,web_form,analytics_dashboard,how_to,medium,resolved,platinum,Can you explain how to configure analytics dashboard properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,29.06,0,neutral,3,0,web,APAC
TCKT_002102,2022-01-15T01:42:26,CUST_06023,individual,chat,analytics_dashboard,how_to,low,resolved,gold,I need help setting up analytics dashboard for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,32.67,0,neutral,0,0,web,LATAM
TCKT_002103,2022-02-05T11:16:22,CUST_08886,small_business,email,api_integration,billing_problem,low,closed_no_action,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,171.13,0,neutral,3,0,desktop_app,APAC
TCKT_002104,2022-06-15T01:59:21,CUST_01379,non_profit,email,api_integration,security_concern,low,in_progress,gold,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,0,0,desktop_app,EU
TCKT_002105,2023-07-15T00:39:38,CUST_00248,non_profit,in_app,notifications,other,urgent,open,standard,I have a general question about my account.,Thanks for contacting support. This has been escalated to our on-call team for immediate attention.,,,0,very_positive,5,1,ios,LATAM
TCKT_002106,2022-12-30T12:22:32,CUST_07998,non_profit,phone_transcript,analytics_dashboard,feature_request,low,resolved,standard,Can you add an option to customize analytics dashboard?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,36.57,0,neutral,0,0,api_client,LATAM
TCKT_002107,2025-01-02T14:13:13,CUST_08087,non_profit,phone_transcript,data_export,account_access,low,in_progress,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,0,api_client,EU
TCKT_002108,2025-08-09T06:23:35,CUST_08072,enterprise,phone_transcript,data_export,account_access,low,resolved,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,70.62,0,very_positive,5,0,desktop_app,NA
TCKT_002109,2024-07-10T22:32:15,CUST_09136,small_business,web_form,billing,performance,low,resolved,standard,Queries in the billing module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,54.36,0,very_negative,1,0,desktop_app,LATAM
TCKT_002110,2023-01-26T06:54:41,CUST_03910,small_business,chat,billing,security_concern,high,in_progress,standard,There seems to be a vulnerability in the billing functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,2,1,ios,NA
TCKT_002111,2025-07-28T10:55:46,CUST_09945,education,phone_transcript,data_export,feature_request,high,on_hold,standard,It would be great to have data export support in your product.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,positive,4,0,web,EU
TCKT_002112,2024-12-17T16:45:06,CUST_07662,small_business,phone_transcript,api_integration,account_access,medium,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,40.74,0,negative,0,0,api_client,LATAM
TCKT_002113,2025-09-16T23:02:54,CUST_06445,individual,phone_transcript,api_integration,billing_problem,medium,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,33.61,0,very_positive,5,1,android,APAC
TCKT_002114,2024-08-15T05:31:30,CUST_00925,small_business,chat,notifications,security_concern,medium,closed_no_action,standard,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,89.96,0,negative,2,0,android,MEA
TCKT_002115,2025-06-17T08:41:43,CUST_07480,small_business,phone_transcript,api_integration,other,low,resolved,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,36.83,0,negative,2,0,api_client,LATAM
TCKT_002116,2022-11-16T04:33:12,CUST_04903,enterprise,chat,mobile_app,other,high,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,14.54,0,negative,0,1,ios,EU
TCKT_002117,2025-06-23T14:45:21,CUST_08717,enterprise,phone_transcript,data_export,performance,low,resolved,standard,Queries in the data export module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,44.65,0,positive,5,1,ios,LATAM
TCKT_002118,2024-03-01T08:37:33,CUST_06640,enterprise,web_form,api_integration,security_concern,medium,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",27.53,0,neutral,3,0,web,LATAM
TCKT_002119,2023-03-12T04:07:11,CUST_02942,individual,web_form,mobile_app,feature_request,low,resolved,standard,Can you add an option to customize mobile app?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,64.63,0,neutral,0,1,ios,NA
TCKT_002120,2025-04-16T01:21:22,CUST_07494,small_business,chat,data_export,account_access,medium,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,12.93,0,negative,3,1,ios,NA
TCKT_002121,2025-02-25T03:03:57,CUST_07548,enterprise,web_form,notifications,security_concern,low,resolved,gold,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",38.98,0,positive,0,0,api_client,MEA
TCKT_002122,2022-06-13T11:55:19,CUST_01691,small_business,chat,api_integration,other,urgent,closed_no_action,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. This has been escalated to our on-call team for immediate attention.,Ticket closed without further action after no response from the customer.,233.95,0,very_positive,5,1,web,NA
TCKT_002123,2022-08-12T17:22:31,CUST_00823,small_business,chat,mobile_app,other,medium,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,18.82,0,neutral,4,0,api_client,LATAM
TCKT_002124,2024-04-11T16:25:26,CUST_03188,individual,web_form,data_export,other,medium,resolved,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,21.08,0,neutral,4,1,ios,MEA
TCKT_002125,2023-08-19T06:47:18,CUST_08711,non_profit,web_form,billing,how_to,high,in_progress,standard,How can I export my data from the billing section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,ios,APAC
TCKT_002126,2025-09-01T00:46:33,CUST_02251,non_profit,phone_transcript,analytics_dashboard,account_access,low,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,39.91,0,negative,3,0,desktop_app,EU
TCKT_002127,2024-03-10T02:36:20,CUST_01335,individual,phone_transcript,notifications,security_concern,medium,resolved,standard,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",11.18,0,negative,0,0,android,MEA
TCKT_002128,2025-06-07T23:22:47,CUST_06231,enterprise,in_app,login_auth,how_to,low,resolved,standard,I need help setting up login auth for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,70.94,0,neutral,4,0,android,APAC
TCKT_002129,2023-07-19T11:20:13,CUST_03857,non_profit,in_app,notifications,account_access,low,resolved,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,28.17,0,neutral,3,0,api_client,APAC
TCKT_002130,2025-12-23T00:45:10,CUST_04992,individual,chat,notifications,how_to,low,resolved,standard,Can you explain how to configure notifications properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,11.59,0,very_positive,5,0,ios,APAC
TCKT_002131,2023-06-08T21:28:56,CUST_03256,education,chat,login_auth,performance,high,in_progress,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,android,LATAM
TCKT_002132,2025-06-13T21:35:10,CUST_08209,enterprise,phone_transcript,login_auth,account_access,low,resolved,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,65.51,0,negative,2,0,api_client,NA
TCKT_002133,2025-12-20T03:31:59,CUST_02514,small_business,email,data_export,security_concern,medium,resolved,gold,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",12.93,0,positive,5,0,desktop_app,LATAM
TCKT_002134,2022-12-14T14:56:16,CUST_09387,individual,in_app,billing,performance,low,resolved,standard,The billing page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,61.58,0,negative,0,1,api_client,LATAM
TCKT_002135,2023-02-25T11:00:44,CUST_02271,individual,in_app,notifications,performance,low,resolved,standard,Queries in the notifications module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,62.93,0,negative,2,0,desktop_app,APAC
TCKT_002136,2022-02-15T19:48:43,CUST_08609,non_profit,phone_transcript,data_export,how_to,medium,on_hold,gold,Can you explain how to configure data export properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,0,1,web,MEA
TCKT_002137,2023-06-05T16:43:46,CUST_05257,individual,in_app,notifications,how_to,medium,resolved,platinum,Can you explain how to configure notifications properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,14.22,0,very_negative,0,0,android,MEA
TCKT_002138,2024-03-28T23:03:18,CUST_05379,individual,in_app,analytics_dashboard,billing_problem,low,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,22.42,0,very_negative,1,1,desktop_app,APAC
TCKT_002139,2025-05-15T03:36:37,CUST_04346,education,web_form,data_export,feature_request,low,open,standard,Our team needs more advanced options for data export.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,ios,NA
TCKT_002140,2025-06-10T01:38:19,CUST_08362,small_business,in_app,mobile_app,other,low,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,65.8,0,very_positive,5,1,desktop_app,NA
TCKT_002141,2025-01-08T06:43:22,CUST_08299,education,in_app,mobile_app,bug,medium,resolved,standard,The mobile app feature is not saving my changes.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,19.65,0,neutral,0,1,desktop_app,NA
TCKT_002142,2025-01-30T02:41:22,CUST_02982,individual,chat,mobile_app,security_concern,medium,open,platinum,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,3,1,ios,EU
TCKT_002143,2023-10-13T05:17:17,CUST_05137,non_profit,phone_transcript,api_integration,other,low,in_progress,platinum,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,1,1,android,MEA
TCKT_002144,2024-12-13T21:35:20,CUST_01068,enterprise,in_app,login_auth,billing_problem,medium,in_progress,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,5,1,android,APAC
TCKT_002145,2024-10-17T01:54:14,CUST_05001,small_business,email,billing,bug,high,closed_no_action,standard,The page keeps crashing whenever I try to open the billing section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,96.95,0,negative,0,0,api_client,APAC
TCKT_002146,2025-01-11T21:54:26,CUST_04809,individual,phone_transcript,notifications,performance,low,open,gold,The notifications page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,android,EU
TCKT_002147,2025-08-08T20:56:19,CUST_01025,enterprise,chat,analytics_dashboard,account_access,low,open,platinum,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,android,APAC
TCKT_002148,2023-09-22T17:55:09,CUST_00219,individual,chat,analytics_dashboard,how_to,low,resolved,standard,I need help setting up analytics dashboard for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,25.61,0,positive,5,0,web,LATAM
TCKT_002149,2023-07-24T07:41:29,CUST_09776,small_business,web_form,billing,other,low,resolved,platinum,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,60.67,0,neutral,4,1,desktop_app,EU
TCKT_002150,2024-08-29T13:09:40,CUST_02540,small_business,web_form,api_integration,how_to,low,resolved,gold,How can I export my data from the api integration section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,16.66,0,neutral,3,0,android,MEA
TCKT_002151,2023-02-05T04:30:47,CUST_00523,non_profit,in_app,billing,feature_request,medium,resolved,standard,It would be great to have billing support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,34.34,0,very_positive,0,0,web,LATAM
TCKT_002152,2025-02-27T08:51:48,CUST_09132,non_profit,phone_transcript,data_export,performance,medium,on_hold,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,2,0,android,EU
TCKT_002153,2025-07-26T14:05:13,CUST_00684,individual,in_app,mobile_app,other,low,in_progress,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,positive,0,0,api_client,NA
TCKT_002154,2023-04-16T20:47:09,CUST_06692,education,email,billing,security_concern,high,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",16.73,0,neutral,0,1,desktop_app,NA
TCKT_002155,2022-11-14T20:02:24,CUST_06806,enterprise,phone_transcript,mobile_app,how_to,low,closed_no_action,standard,I need help setting up mobile app for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,34.06,0,very_positive,5,1,ios,EU
TCKT_002156,2023-08-05T13:58:18,CUST_07001,individual,web_form,analytics_dashboard,bug,medium,closed_no_action,standard,I am seeing an error message when I click on analytics dashboard.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,177.27,0,negative,2,1,ios,NA
TCKT_002157,2023-12-29T21:18:52,CUST_08632,small_business,chat,login_auth,bug,high,resolved,standard,The page keeps crashing whenever I try to open the login auth section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,5.38,0,very_negative,1,0,api_client,EU
TCKT_002158,2024-04-10T20:46:57,CUST_04511,small_business,web_form,notifications,bug,medium,on_hold,standard,The page keeps crashing whenever I try to open the notifications section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,0,0,api_client,EU
TCKT_002159,2024-07-20T23:11:19,CUST_07718,enterprise,phone_transcript,api_integration,security_concern,medium,on_hold,standard,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,3,0,desktop_app,EU
TCKT_002160,2023-12-13T19:57:43,CUST_06209,small_business,in_app,login_auth,feature_request,high,resolved,standard,Can you add an option to customize login auth?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,2.43,0,very_positive,5,0,web,EU
TCKT_002161,2022-07-17T16:58:43,CUST_01031,individual,web_form,login_auth,account_access,low,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,35.23,0,neutral,3,0,ios,APAC
